Date,Open,High,Low,Close,Adj Close,Volume,return,hamilton serie
1998-02-13,1024.140015,1024.140015,1017.710022,1020.090027,1020.090027,531940000,-0.003954526,0.999485975
1998-02-17,1020.090027,1028.02002,1020.090027,1022.76001,1022.76001,605890000,0.002617399,0.999474984
1998-02-18,1022.76001,1032.079956,1021.700012,1032.079956,1032.079956,606000000,0.009112544,0.999276623
1998-02-19,1032.079956,1032.930054,1026.619995,1028.280029,1028.280029,581820000,-0.003681815,0.99940883
1998-02-20,1028.280029,1034.209961,1022.690002,1034.209961,1034.209961,594300000,0.005766845,0.999362887
1998-02-23,1034.209961,1038.680054,1031.76001,1038.140015,1038.140015,550730000,0.003800054,0.999270304
1998-02-24,1038.140015,1038.72998,1028.890015,1030.560059,1030.560059,589880000,-0.007301478,0.998896531
1998-02-25,1030.560059,1045.790039,1030.560059,1042.900024,1042.900024,611350000,0.011974038,0.998436503
1998-02-26,1042.900024,1048.680054,1039.849976,1048.670044,1048.670044,646280000,0.005532668,0.998886621
1998-02-27,1048.670044,1051.660034,1044.400024,1049.339966,1049.339966,574480000,0.00063883,0.999019334
1998-03-02,1049.339966,1053.97998,1044.699951,1047.699951,1047.699951,591470000,-0.001562901,0.998592421
1998-03-03,1047.699951,1052.02002,1043.410034,1052.02002,1052.02002,612360000,0.004123384,0.9971613
1998-03-04,1052.02002,1052.02002,1042.73999,1047.329956,1047.329956,644280000,-0.004458151,0.993716349
1998-03-05,1047.329956,1047.329956,1030.869995,1035.050049,1035.050049,648270000,-0.011724965,0.985642967
1998-03-06,1035.050049,1055.689941,1035.050049,1055.689941,1055.689941,665500000,0.01994096,0.979385253
1998-03-09,1055.689941,1058.550049,1050.02002,1052.310059,1052.310059,624700000,-0.003201586,0.988835419
1998-03-10,1052.310059,1064.589966,1052.310059,1064.25,1064.25,631920000,0.01134641,0.99223013
1998-03-11,1064.25,1069.180054,1064.219971,1068.469971,1068.469971,655260000,0.003965206,0.996600739
1998-03-12,1068.469971,1071.869995,1063.540039,1069.920044,1069.920044,594940000,0.001357149,0.998400781
1998-03-13,1069.920044,1075.859985,1066.569946,1068.609985,1068.609985,597800000,-0.001224446,0.998976601
1998-03-16,1068.609985,1079.459961,1068.609985,1079.27002,1079.27002,548980000,0.009975609,0.998959286
1998-03-17,1079.27002,1080.52002,1073.290039,1080.449951,1080.449951,680960000,0.001093268,0.999370433
1998-03-18,1080.449951,1085.52002,1077.77002,1085.52002,1085.52002,632690000,0.004692553,0.999446324
1998-03-19,1085.52002,1089.73999,1084.300049,1089.73999,1089.73999,598240000,0.00388751,0.999436828
1998-03-20,1089.73999,1101.040039,1089.390015,1099.160034,1099.160034,717310000,0.008644304,0.999278754
1998-03-23,1099.160034,1101.160034,1094.25,1095.550049,1095.550049,631350000,-0.003284312,0.999383069
1998-03-24,1095.550049,1106.75,1095.550049,1105.650024,1105.650024,605720000,0.00921909,0.999269401
1998-03-25,1105.650024,1113.069946,1092.839966,1101.930054,1101.930054,676550000,-0.003364509,0.999500593
1998-03-26,1101.930054,1106.280029,1097,1100.800049,1100.800049,606770000,-0.001025478,0.99959116
1998-03-27,1100.800049,1107.180054,1091.140015,1095.439941,1095.439941,582190000,-0.004869284,0.999555778
1998-03-30,1095.439941,1099.099976,1090.02002,1093.599976,1093.599976,497400000,-0.001679658,0.99952208
1998-03-31,1093.550049,1110.130005,1093.550049,1101.75,1101.75,674930000,0.007452473,0.999305934
1998-04-01,1101.75,1109.189941,1095.290039,1108.150024,1108.150024,677310000,0.005808962,0.999194852
1998-04-02,1108.150024,1121.01001,1107.890015,1120.01001,1120.01001,674340000,0.010702509,0.998948166
1998-04-03,1120.01001,1126.359985,1118.119995,1122.699951,1122.699951,653880000,0.002401712,0.999279594
1998-04-06,1122.699951,1131.98999,1121.369995,1121.380005,1121.380005,625810000,-0.001175689,0.999267843
1998-04-07,1121.380005,1121.380005,1102.439941,1109.550049,1109.550049,670760000,-0.010549462,0.998856332
1998-04-08,1109.550049,1111.599976,1098.209961,1101.650024,1101.650024,616330000,-0.007120026,0.998986395
1998-04-09,1101.650024,1111.449951,1101.650024,1110.670044,1110.670044,548940000,0.008187736,0.999067774
1998-04-13,1110.670044,1110.75,1100.599976,1109.689941,1109.689941,564480000,-0.000882443,0.999283169
1998-04-14,1109.689941,1115.949951,1109.47998,1115.75,1115.75,613730000,0.005461038,0.999122601
1998-04-15,1115.75,1119.900024,1112.23999,1119.319946,1119.319946,685020000,0.003199593,0.998742289
1998-04-16,1119.319946,1119.319946,1105.27002,1108.170044,1108.170044,699570000,-0.009961318,0.997603748
1998-04-17,1108.170044,1122.719971,1104.949951,1122.719971,1122.719971,672290000,0.013129688,0.996736587
1998-04-20,1122.719971,1124.880005,1118.430054,1123.650024,1123.650024,595190000,0.000828393,0.997407654
1998-04-21,1123.650024,1129.650024,1119.540039,1126.670044,1126.670044,675640000,0.002687687,0.996787374
1998-04-22,1126.670044,1132.97998,1126.290039,1130.540039,1130.540039,696740000,0.003434897,0.994370448
1998-04-23,1130.540039,1130.540039,1117.48999,1119.579956,1119.579956,653190000,-0.009694555,0.988030248
1998-04-24,1119.579956,1122.810059,1104.77002,1107.900024,1107.900024,633890000,-0.010432423,0.980532505
1998-04-27,1107.900024,1107.900024,1076.699951,1086.540039,1086.540039,685960000,-0.019279704,0.97274709
1998-04-28,1086.540039,1095.939941,1081.48999,1085.109985,1085.109985,678600000,-0.001316154,0.980428858
1998-04-29,1085.109985,1098.23999,1084.650024,1094.619995,1094.619995,638790000,0.008764098,0.981982646
1998-04-30,1094.630005,1116.969971,1094.630005,1111.75,1111.75,695600000,0.015649271,0.982345836
1998-05-01,1111.75,1121.02002,1111.75,1121,1121,581970000,0.008320216,0.989726025
1998-05-04,1121,1130.52002,1121,1122.069946,1122.069946,551700000,0.000954457,0.994658771
1998-05-05,1122.069946,1122.069946,1111.160034,1115.5,1115.5,583630000,-0.005855202,0.996147717
1998-05-06,1115.5,1118.390015,1104.640015,1104.920044,1104.920044,606540000,-0.009484497,0.996495034
1998-05-07,1104.920044,1105.579956,1094.589966,1095.140015,1095.140015,582240000,-0.008851345,0.99691845
1998-05-08,1095.140015,1111.420044,1094.530029,1108.140015,1108.140015,567890000,0.011870628,0.997251804
1998-05-11,1108.140015,1119.130005,1103.719971,1106.640015,1106.640015,560840000,-0.00135362,0.998573592
1998-05-12,1106.640015,1115.959961,1102.780029,1115.790039,1115.790039,604420000,0.008268293,0.998918931
1998-05-13,1115.790039,1122.219971,1114.930054,1118.859985,1118.859985,600010000,0.002751365,0.999351051
1998-05-14,1118.859985,1124.030029,1112.430054,1117.369995,1117.369995,578380000,-0.001331704,0.999481593
1998-05-15,1117.369995,1118.660034,1107.109985,1108.72998,1108.72998,621990000,-0.007732457,0.999395695
1998-05-18,1108.72998,1112.439941,1097.98999,1105.819946,1105.819946,519100000,-0.002624655,0.999490157
1998-05-19,1105.819946,1113.5,1105.819946,1109.52002,1109.52002,566020000,0.003346,0.999414778
1998-05-20,1109.52002,1119.079956,1107.51001,1119.060059,1119.060059,587240000,0.008598348,0.999132756
1998-05-21,1119.060059,1124.449951,1111.939941,1114.640015,1114.640015,551970000,-0.003949783,0.999064173
1998-05-22,1114.640015,1116.890015,1107.98999,1110.469971,1110.469971,444070000,-0.003741158,0.998604586
1998-05-26,1110.469971,1116.790039,1094.01001,1094.02002,1094.02002,541410000,-0.014813504,0.997337105
1998-05-27,1094.02002,1094.439941,1074.390015,1092.22998,1092.22998,682040000,-0.001636204,0.998298697
1998-05-28,1092.22998,1099.72998,1089.060059,1097.599976,1097.599976,588900000,0.004916543,0.998300168
1998-05-29,1097.599976,1104.160034,1090.819946,1090.819946,1090.819946,556780000,-0.006177141,0.997678692
1998-06-01,1090.819946,1097.849976,1084.219971,1090.97998,1090.97998,537660000,0.00014671,0.996294642
1998-06-02,1090.97998,1098.709961,1089.670044,1093.219971,1093.219971,590930000,0.002053192,0.99201333
1998-06-03,1093.219971,1097.430054,1081.089966,1082.72998,1082.72998,584480000,-0.009595499,0.980404975
1998-06-04,1082.72998,1095.930054,1078.099976,1094.829956,1094.829956,577470000,0.011175433,0.966074771
1998-06-05,1095.099976,1113.880005,1094.829956,1113.859985,1113.859985,558440000,0.017381721,0.952901759
1998-06-08,1113.859985,1119.699951,1113.310059,1115.719971,1115.719971,543390000,0.001669856,0.955005705
1998-06-09,1115.719971,1119.920044,1111.310059,1118.410034,1118.410034,563610000,0.002411056,0.949860771
1998-06-10,1118.410034,1126,1110.27002,1112.280029,1112.280029,609410000,-0.005481,0.932397598
1998-06-11,1112.280029,1114.199951,1094.280029,1094.579956,1094.579956,627470000,-0.015913324,0.893806818
1998-06-12,1094.579956,1098.839966,1080.829956,1098.839966,1098.839966,633300000,0.003891913,0.883744244
1998-06-15,1098.839966,1098.839966,1077.01001,1077.01001,1077.01001,595820000,-0.019866365,0.854647808
1998-06-16,1077.01001,1087.589966,1074.670044,1087.589966,1087.589966,664600000,0.009823452,0.86533862
1998-06-17,1087.589966,1112.869995,1087.579956,1107.109985,1107.109985,744400000,0.017947958,0.873365363
1998-06-18,1107.109985,1109.359985,1103.709961,1106.369995,1106.369995,590440000,-0.000668398,0.935836725
1998-06-19,1106.369995,1111.25,1097.099976,1100.650024,1100.650024,715500000,-0.005170034,0.958059562
1998-06-22,1100.650024,1109.01001,1099.420044,1103.209961,1103.209961,531550000,0.002325841,0.967538575
1998-06-23,1103.209961,1119.48999,1103.209961,1119.48999,1119.48999,657100000,0.014756963,0.969391808
1998-06-24,1119.48999,1134.400024,1115.099976,1132.880005,1132.880005,714900000,0.011960817,0.978622525
1998-06-25,1132.880005,1142.040039,1127.599976,1129.280029,1129.280029,669900000,-0.00317772,0.990723337
1998-06-26,1129.280029,1136.829956,1129.280029,1133.199951,1133.199951,520050000,0.003471169,0.995404488
1998-06-29,1133.199951,1145.150024,1133.199951,1138.48999,1138.48999,564350000,0.004668231,0.99712922
1998-06-30,1138.48999,1140.800049,1131.97998,1133.839966,1133.839966,757200000,-0.004084378,0.99762227
1998-07-01,1133.839966,1148.560059,1133.839966,1148.560059,1148.560059,701600000,0.012982514,0.997168596
1998-07-02,1148.560059,1148.560059,1142.98999,1146.420044,1146.420044,510210000,-0.001863216,0.998134509
1998-07-06,1146.420044,1157.329956,1145.030029,1157.329956,1157.329956,514750000,0.009516505,0.9980879
1998-07-07,1157.329956,1159.810059,1152.849976,1154.660034,1154.660034,624890000,-0.002306967,0.998279143
1998-07-08,1154.660034,1166.890015,1154.660034,1166.380005,1166.380005,607230000,0.010150149,0.997584842
1998-07-09,1166.380005,1166.380005,1156.030029,1158.560059,1158.560059,663600000,-0.006704458,0.997254451
1998-07-10,1158.569946,1166.930054,1150.880005,1164.329956,1164.329956,576080000,0.004980231,0.996274556
1998-07-13,1164.329956,1166.97998,1160.209961,1165.189941,1165.189941,574880000,0.000738609,0.99364171
1998-07-14,1165.189941,1179.76001,1165.189941,1177.579956,1177.579956,700300000,0.010633472,0.985928333
1998-07-15,1177.579956,1181.47998,1174.72998,1174.810059,1174.810059,723900000,-0.002352194,0.978281978
1998-07-16,1174.810059,1184.02002,1170.400024,1183.98999,1183.98999,677800000,0.00781397,0.957243218
1998-07-17,1183.98999,1188.099976,1182.420044,1186.75,1186.75,618030000,0.002331109,0.922546459
1998-07-20,1186.75,1190.579956,1179.189941,1184.099976,1184.099976,560580000,-0.002233009,0.830012576
1998-07-21,1184.099976,1187.369995,1163.050049,1165.069946,1165.069946,659700000,-0.016071303,0.583278629
1998-07-22,1165.069946,1167.670044,1155.199951,1164.079956,1164.079956,739800000,-0.000849726,0.507508685
1998-07-23,1164.079956,1164.349976,1139.75,1139.75,1139.75,741600000,-0.020900588,0.295851732
1998-07-24,1139.75,1150.140015,1129.109985,1140.800049,1140.800049,698600000,0.000921298,0.285774805
1998-07-27,1140.800049,1147.27002,1128.189941,1147.27002,1147.27002,619990000,0.005671433,0.246824571
1998-07-28,1147.27002,1147.27002,1119.439941,1130.23999,1130.23999,703600000,-0.01484396,0.16154596
1998-07-29,1130.23999,1138.560059,1121.97998,1125.209961,1125.209961,644350000,-0.004450408,0.125601696
1998-07-30,1125.209961,1143.069946,1125.209961,1142.949951,1142.949951,687400000,0.015765938,0.038573872
1998-07-31,1142.949951,1142.969971,1114.300049,1120.670044,1120.670044,645910000,-0.019493336,0.009137622
1998-08-03,1120.670044,1121.790039,1110.390015,1112.439941,1112.439941,620400000,-0.007343913,0.006388505
1998-08-04,1112.439941,1119.72998,1071.819946,1072.119995,1072.119995,852600000,-0.036244605,1.97E-05
1998-08-05,1072.119995,1084.800049,1057.349976,1081.430054,1081.430054,851600000,0.008683785,0.022933818
1998-08-06,1081.430054,1090.949951,1074.939941,1089.630005,1089.630005,768400000,0.007582507,0.037809048
1998-08-07,1089.630005,1102.540039,1084.719971,1089.449951,1089.449951,759100000,-0.000165243,0.045211304
1998-08-10,1089.449951,1092.819946,1081.76001,1083.140015,1083.140015,579180000,-0.005791855,0.043652275
1998-08-11,1083.140015,1083.140015,1054,1068.97998,1068.97998,774400000,-0.013073134,0.03491462
1998-08-12,1068.97998,1084.699951,1068.97998,1084.219971,1084.219971,711700000,0.014256573,0.029661025
1998-08-13,1084.219971,1091.5,1074.910034,1074.910034,1074.910034,660700000,-0.00858676,0.028634079
1998-08-14,1074.910034,1083.920044,1057.219971,1062.75,1062.75,644030000,-0.011312606,0.024413934
1998-08-17,1062.75,1083.670044,1055.079956,1083.670044,1083.670044,584380000,0.019684821,0.020028423
1998-08-18,1083.670044,1101.719971,1083.670044,1101.199951,1101.199951,690600000,0.016176425,0.029545846
1998-08-19,1101.199951,1106.319946,1094.930054,1098.060059,1098.060059,633630000,-0.002851337,0.062458255
1998-08-20,1098.060059,1098.790039,1089.550049,1091.599976,1091.599976,621630000,-0.005883178,0.073522605
1998-08-21,1091.599976,1091.599976,1054.920044,1081.23999,1081.23999,725700000,-0.009490643,0.075702978
1998-08-24,1081.23999,1093.819946,1081.23999,1088.140015,1088.140015,558100000,0.006381585,0.074888759
1998-08-25,1088.140015,1106.640015,1085.530029,1092.849976,1092.849976,664900000,0.004328451,0.066369936
1998-08-26,1092.849976,1092.849976,1075.910034,1084.189941,1084.189941,674100000,-0.007924267,0.04163222
1998-08-27,1084.189941,1084.189941,1037.609985,1042.589966,1042.589966,938600000,-0.038369637,6.34E-07
1998-08-28,1042.589966,1051.800049,1021.039978,1027.140015,1027.140015,840300000,-0.014818818,0.000137923
1998-08-31,1027.140015,1033.469971,957.280029,957.280029,957.280029,917500000,-0.068014083,1.19E-20
1998-09-01,957.280029,1000.710022,939.97998,994.26001,994.26001,1216600000,0.038630265,3.67E-08
1998-09-02,994.26001,1013.190002,988.400024,990.47998,990.47998,894600000,-0.003801853,0.003801062
1998-09-03,990.469971,990.469971,969.320007,982.26001,982.26001,880500000,-0.008298976,0.004250401
1998-09-04,982.26001,991.409973,956.51001,973.890015,973.890015,780300000,-0.00852116,0.003027524
1998-09-08,973.890015,1023.460022,973.890015,1023.460022,1023.460022,814800000,0.050898979,3.38E-12
1998-09-09,1023.460022,1027.719971,1004.559998,1006.200012,1006.200012,704300000,-0.016864371,8.03E-05
1998-09-10,1006.200012,1006.200012,968.640015,980.190002,980.190002,880300000,-0.025849741,3.85E-06
1998-09-11,980.190002,1009.059998,969.710022,1009.059998,1009.059998,819100000,0.029453469,8.64E-07
1998-09-14,1009.059998,1038.380005,1009.059998,1029.719971,1029.719971,714400000,0.020474474,0.000161423
1998-09-15,1029.719971,1037.900024,1021.419983,1037.680054,1037.680054,724600000,0.007730338,0.001843962
1998-09-16,1037.680054,1046.069946,1029.310059,1045.47998,1045.47998,797500000,0.007516696,0.001971153
1998-09-17,1045.47998,1045.47998,1016.049988,1018.869995,1018.869995,694500000,-0.02545241,0.000524364
1998-09-18,1018.869995,1022.01001,1011.859985,1020.090027,1020.090027,794700000,0.001197436,0.008057003
1998-09-21,1020.090027,1026.02002,993.820007,1023.890015,1023.890015,609880000,0.00372515,0.009570116
1998-09-22,1023.890015,1033.890015,1021.960022,1029.630005,1029.630005,694900000,0.005606061,0.00718309
1998-09-23,1029.630005,1066.089966,1029.630005,1066.089966,1066.089966,899700000,0.035410741,1.18E-06
1998-09-24,1066.089966,1066.109985,1033.040039,1042.719971,1042.719971,805900000,-0.021921222,0.000428254
1998-09-25,1042.719971,1051.890015,1028.48999,1044.75,1044.75,736800000,0.001946859,0.009140645
1998-09-28,1044.75,1061.459961,1042.22998,1048.689941,1048.689941,690500000,0.003771181,0.011182146
1998-09-29,1048.689941,1056.310059,1039.880005,1049.02002,1049.02002,760100000,0.000314754,0.009098172
1998-09-30,1049.02002,1049.02002,1015.72998,1017.01001,1017.01001,800100000,-0.030514203,9.78E-06
1998-10-01,1017.01001,1017.01001,981.289978,986.390015,986.390015,899700000,-0.03010786,9.00E-07
1998-10-02,986.390015,1005.450012,971.690002,1002.599976,1002.599976,902900000,0.016433622,0.000364411
1998-10-05,1002.599976,1002.599976,964.719971,988.559998,988.559998,817500000,-0.014003569,0.001248772
1998-10-06,988.559998,1008.77002,974.809998,984.590027,984.590027,845700000,-0.004015913,0.002564543
1998-10-07,984.590027,995.659973,957.150024,970.679993,970.679993,977000000,-0.014127742,0.001587388
1998-10-08,970.679993,970.679993,923.320007,959.440002,959.440002,1114600000,-0.011579502,0.001060217
1998-10-09,959.440002,984.419983,953.039978,984.390015,984.390015,878100000,0.026004766,5.62E-05
1998-10-12,984.390015,1010.710022,984.390015,997.710022,997.710022,691100000,0.013531229,0.001216663
1998-10-13,997.710022,1000.780029,987.549988,994.799988,994.799988,733300000,-0.002916713,0.002697052
1998-10-14,994.799988,1014.419983,987.799988,1005.530029,1005.530029,791200000,0.010786129,0.001703485
1998-10-15,1005.530029,1053.089966,1000.119995,1047.48999,1047.48999,937600000,0.041729197,3.05E-06
1998-10-16,1047.48999,1062.650024,1047.48999,1056.420044,1056.420044,1042200000,0.008525193,0.445869471
1998-10-19,1056.420044,1065.209961,1054.22998,1062.390015,1062.390015,738600000,0.005651134,0.74287822
1998-10-20,1062.390015,1084.060059,1060.609985,1063.930054,1063.930054,958200000,0.001449599,0.882935207
1998-10-21,1063.930054,1073.609985,1058.079956,1069.920044,1069.920044,745100000,0.00563006,0.934042355
1998-10-22,1069.920044,1080.430054,1061.469971,1078.47998,1078.47998,754900000,0.008000538,0.957892422
1998-10-23,1078.47998,1078.47998,1067.430054,1070.670044,1070.670044,637640000,-0.007241614,0.972618028
1998-10-26,1070.670044,1081.22998,1068.170044,1072.319946,1072.319946,609910000,0.001540999,0.980692049
1998-10-27,1072.319946,1087.079956,1063.060059,1065.339966,1065.339966,764500000,-0.006509233,0.982504228
1998-10-28,1065.339966,1072.790039,1059.650024,1068.089966,1068.089966,677500000,0.002581336,0.981753385
1998-10-29,1068.089966,1086.109985,1065.949951,1085.930054,1085.930054,699400000,0.016702795,0.97600474
1998-10-30,1085.930054,1103.780029,1085.930054,1098.670044,1098.670044,785000000,0.01173187,0.978943053
1998-11-02,1098.670044,1114.439941,1098.670044,1111.599976,1111.599976,753800000,0.011768713,0.983410415
1998-11-03,1111.599976,1115.02002,1106.420044,1110.839966,1110.839966,704300000,-0.000683708,0.989560963
1998-11-04,1110.839966,1127.180054,1110.589966,1118.670044,1118.670044,861100000,0.00704879,0.991066226
1998-11-05,1118.670044,1133.880005,1109.550049,1133.849976,1133.849976,770200000,0.013569624,0.991100299
1998-11-06,1133.849976,1141.300049,1131.180054,1141.01001,1141.01001,683100000,0.006314798,0.993721597
1998-11-09,1141.01001,1141.01001,1123.170044,1130.199951,1130.199951,592990000,-0.009474114,0.994680073
1998-11-10,1130.199951,1135.369995,1122.800049,1128.26001,1128.26001,671300000,-0.001716458,0.995550023
1998-11-11,1128.26001,1136.25,1117.400024,1120.969971,1120.969971,715700000,-0.006461311,0.99458234
1998-11-12,1120.969971,1126.569946,1115.550049,1117.689941,1117.689941,662300000,-0.002926064,0.992153167
1998-11-13,1117.689941,1126.339966,1116.76001,1125.719971,1125.719971,602270000,0.007184488,0.985157022
1998-11-16,1125.719971,1138.719971,1125.719971,1135.869995,1135.869995,615580000,0.009016473,0.97268764
1998-11-17,1135.869995,1151.709961,1129.670044,1139.319946,1139.319946,705200000,0.003037276,0.955573993
1998-11-18,1139.319946,1144.52002,1133.069946,1144.47998,1144.47998,652510000,0.004529047,0.910971551
1998-11-19,1144.47998,1155.099976,1144.420044,1152.609985,1152.609985,671000000,0.007103667,0.806627319
1998-11-20,1152.609985,1163.550049,1152.609985,1163.550049,1163.550049,721200000,0.009491558,0.617609193
1998-11-23,1163.550049,1188.209961,1163.550049,1188.209961,1188.209961,774100000,0.021193684,0.372923623
1998-11-24,1188.209961,1191.300049,1181.810059,1182.98999,1182.98999,766200000,-0.004393139,0.362664475
1998-11-25,1182.98999,1187.160034,1179.369995,1186.869995,1186.869995,583580000,0.003279829,0.328783553
1998-11-27,1186.869995,1192.969971,1186.829956,1192.329956,1192.329956,256950000,0.004600302,0.23829145
1998-11-30,1192.329956,1192.719971,1163.630005,1163.630005,1163.630005,687900000,-0.024070477,0.026452899
1998-12-01,1163.630005,1175.890015,1150.310059,1175.280029,1175.280029,789200000,0.010011794,0.023704768
1998-12-02,1175.280029,1175.280029,1157.76001,1171.25,1171.25,727400000,-0.003428995,0.019225956
1998-12-03,1171.25,1176.98999,1149.609985,1150.140015,1150.140015,799100000,-0.018023466,0.004697935
1998-12-04,1150.140015,1176.73999,1150.140015,1176.73999,1176.73999,709700000,0.023127597,0.002302022
1998-12-07,1176.73999,1188.959961,1176.709961,1187.699951,1187.699951,671200000,0.009313834,0.010196768
1998-12-08,1187.699951,1193.530029,1172.780029,1181.380005,1181.380005,727700000,-0.005321164,0.015344342
1998-12-09,1181.380005,1185.219971,1175.890015,1183.48999,1183.48999,694200000,0.001786034,0.015784244
1998-12-10,1183.48999,1183.77002,1163.75,1165.02002,1165.02002,748600000,-0.015606359,0.010477061
1998-12-11,1165.02002,1167.890015,1153.189941,1166.459961,1166.459961,688900000,0.00123598,0.009519745
1998-12-14,1166.459961,1166.459961,1136.890015,1141.199951,1141.199951,741800000,-0.021655274,0.002841303
1998-12-15,1141.199951,1162.829956,1141.199951,1162.829956,1162.829956,777900000,0.018953738,0.004586797
1998-12-16,1162.829956,1166.290039,1154.689941,1161.939941,1161.939941,725500000,-0.000765387,0.020198545
1998-12-17,1161.939941,1180.030029,1161.939941,1179.97998,1179.97998,739400000,0.015525793,0.024463736
1998-12-18,1179.97998,1188.890015,1178.27002,1188.030029,1188.030029,839600000,0.006822191,0.038589361
1998-12-21,1188.030029,1210.880005,1188.030029,1202.839966,1202.839966,744800000,0.012465962,0.044600088
1998-12-22,1202.839966,1209.219971,1192.719971,1203.569946,1203.569946,680500000,0.00060688,0.053081008
1998-12-23,1203.569946,1229.890015,1203.569946,1228.540039,1228.540039,697500000,0.02074669,0.05182448
1998-12-24,1228.540039,1229.719971,1224.849976,1226.27002,1226.27002,246980000,-0.001847737,0.096328358
1998-12-28,1226.27002,1231.52002,1221.170044,1225.48999,1225.48999,531560000,-0.0006361,0.111025643
1998-12-29,1225.48999,1241.859985,1220.780029,1241.810059,1241.810059,586490000,0.013317179,0.111365416
1998-12-30,1241.810059,1244.930054,1231.199951,1231.930054,1231.930054,594220000,-0.007956132,0.116846235
1998-12-31,1231.930054,1237.180054,1224.959961,1229.22998,1229.22998,719200000,-0.002191743,0.116103353
1999-01-04,1229.22998,1248.810059,1219.099976,1228.099976,1228.099976,877000000,-0.000919278,0.101189157
1999-01-05,1228.099976,1246.109985,1228.099976,1244.780029,1244.780029,775000000,0.013581999,0.05498306
1999-01-06,1244.780029,1272.5,1244.780029,1272.339966,1272.339966,986900000,0.022140407,0.02806495
1999-01-07,1272.339966,1272.339966,1257.680054,1269.72998,1269.72998,863000000,-0.002051328,0.033822996
1999-01-08,1269.72998,1278.23999,1261.819946,1275.089966,1275.089966,937800000,0.004221359,0.032104202
1999-01-11,1275.089966,1276.219971,1253.339966,1263.880005,1263.880005,818000000,-0.008791506,0.022460573
1999-01-12,1263.880005,1264.449951,1238.290039,1239.51001,1239.51001,800200000,-0.01928189,0.007308655
1999-01-13,1239.51001,1247.75,1205.459961,1234.400024,1234.400024,931500000,-0.004122586,0.006386246
1999-01-14,1234.400024,1236.810059,1209.540039,1212.189941,1212.189941,797200000,-0.017992614,0.001238782
1999-01-15,1212.189941,1243.26001,1212.189941,1243.26001,1243.26001,798100000,0.025631354,0.000330749
1999-01-19,1243.26001,1253.27002,1234.910034,1252,1252,785500000,0.007029897,0.00761428
1999-01-20,1252,1274.069946,1251.540039,1256.619995,1256.619995,905700000,0.003690092,0.010691546
1999-01-21,1256.619995,1256.939941,1232.189941,1235.160034,1235.160034,871800000,-0.017077526,0.009597443
